Id,date,price,bedrooms,bathrooms,No Of Cars,Garage,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
15034,20141209T000000,699000.00,4,2.5,0,0,2440,14470,1,0,0,4,9,1660,780,1970,0,98005,47.6401,-122.168,2810,15564
15035,20140902T000000,330000.00,2,1,0,0,800,4533,1,0,0,3,6,600,200,1929,0,98115,47.6979,-122.325,1720,6800
15036,20140829T000000,229000.00,3,1,1,1,1030,7800,1,0,0,3,7,1030,0,1954,0,98168,47.473,-122.324,1630,12664
15037,20141121T000000,200000.00,3,1,3,1,1480,5600,1,0,0,4,6,940,540,1947,0,98178,47.5045,-122.27,1350,11100
15038,20140812T000000,522500.00,3,1.75,2,1,1710,9707,1,0,0,4,8,1710,0,1966,0,98008,47.623,-122.105,1820,8700
15039,20150324T000000,1300000.00,3,2.75,2,1,3450,5350,1.5,0,3,4,9,2590,860,1925,0,98199,47.6389,-122.407,2910,5350
15040,20141110T000000,2000000.00,3,3.25,0,0,2610,16387,2,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958
15041,20141022T000000,200000.00,2,0.75,0,0,780,55764,1,0,0,4,4,780,0,1945,0,98058,47.442,-122.105,1620,30847
15042,20150408T000000,352000.00,3,1.75,0,0,1260,7200,1,0,0,3,7,1260,0,1971,0,98034,47.7189,-122.178,1460,7200
15043,20150325T000000,855000.00,4,3,0,0,2590,6250,2,0,2,3,9,2240,350,1964,0,98115,47.6774,-122.267,2260,6780
15044,20140820T000000,267000.00,3,2.5,0,0,1580,12250,2,0,0,3,8,1580,0,1993,0,98198,47.3771,-122.315,1560,9900
15045,20140506T000000,484000.00,2,1.75,1,1,1660,6000,1,0,0,3,7,1160,500,1942,0,98105,47.6624,-122.291,1660,4000
15046,20140629T000000,402000.00,4,2.75,0,0,2950,15540,1,0,0,4,8,2120,830,1974,0,98042,47.3845,-122.152,2840,17136
15047,20150420T000000,905000.00,4,2.25,3,1,2240,5000,2,0,0,3,8,1770,470,1900,2014,98122,47.6027,-122.295,2120,5000
15048,20140808T000000,274000.00,4,1.75,1,1,1940,7500,1,0,0,4,7,1720,220,1966,0,98030,47.3736,-122.215,2000,9000
15049,20150409T000000,475000.00,3,1.75,0,0,1850,26445,1,0,0,4,7,1850,0,1962,1977,98010,47.3412,-122.051,2110,23280
15050,20141114T000000,1540000.00,4,4.5,0,0,5770,10050,1,0,3,5,9,3160,2610,1949,0,98115,47.677,-122.275,2950,6700
15051,20140504T000000,628000.00,4,2,0,0,2280,6010,1,0,0,3,7,1140,1140,1900,0,98122,47.6034,-122.289,2240,6200
15052,20140617T000000,675000.00,6,1.75,1,1,2740,6360,1,0,3,3,8,1370,1370,1953,0,98146,47.5062,-122.385,2150,6600
15053,20141104T000000,429900.00,4,3.25,3,1,3760,4675,2,0,0,3,8,2740,1020,2007,0,98038,47.3862,-122.048,3280,4033
15054,20140625T000000,260000.00,3,1.5,0,0,1580,8184,1,0,0,3,7,1140,440,1954,0,98148,47.4294,-122.331,1540,9476
15055,20140903T000000,690000.00,3,1.75,0,0,1600,4400,1,0,0,3,7,1030,570,1941,0,98112,47.6348,-122.281,2150,4000
15056,20150323T000000,1080000.00,4,2.25,0,0,2100,12172,1,0,0,5,9,2100,0,1961,0,98040,47.5458,-122.227,2400,10713
15057,20150409T000000,360000.00,4,2.5,0,0,2610,7333,2,0,0,3,8,2610,0,1988,0,98003,47.2721,-122.293,2280,9033
15058,20140619T000000,499000.00,3,1.75,2,1,1840,5000,1,0,0,4,7,920,920,1910,0,98117,47.6808,-122.376,1220,5000
15059,20140818T000000,159000.00,3,1,0,0,1320,6534,1,0,0,3,7,1320,0,1952,0,98055,47.4806,-122.223,2140,7405
15060,20150327T000000,430000.00,3,1.75,2,1,1540,8100,1,0,0,4,7,940,600,1947,0,98133,47.749,-122.351,1840,8100
15061,20150413T000000,1050000.00,5,2.75,0,0,2520,18625,1,0,0,3,8,1660,860,1959,0,98004,47.6409,-122.207,3000,16624
15062,20141113T000000,725000.00,5,2.5,1,1,3780,20000,1,0,1,4,9,1890,1890,1978,0,98155,47.7603,-122.273,2840,19908
15063,20140710T000000,150000.00,3,1,0,0,1200,9527,1,0,0,3,7,1200,0,1959,0,98168,47.5112,-122.316,1510,9457
15064,20140721T000000,840000.00,4,2.25,0,0,2720,8712,2,0,0,4,9,2720,0,1976,0,98006,47.5616,-122.153,2470,8714
15065,20150415T000000,499000.00,4,2.5,1,1,3100,5700,2,0,0,3,9,3100,0,2011,0,98038,47.3696,-122.058,3060,6000
15066,20141014T000000,285000.00,3,1.75,3,1,1630,4000,1,0,0,3,7,1100,530,1968,0,98106,47.5351,-122.353,1300,4000
15067,20150308T000000,340000.00,4,2.5,0,0,1910,7201,1,0,0,3,7,1210,700,1987,0,98198,47.3908,-122.316,1690,7554
15068,20150505T000000,405100.00,4,2,0,0,1580,7300,1,0,0,4,7,1580,0,1955,0,98155,47.7598,-122.328,1180,9450
15069,20140807T000000,464000.00,3,2.5,3,1,1690,4898,2,0,0,3,7,1690,0,2003,0,98053,47.6834,-122.038,2220,4933
15070,20140529T000000,723000.00,4,2.25,0,0,1960,8680,1,0,0,4,8,1290,670,1959,0,98004,47.6076,-122.192,2160,8680
15071,20141211T000000,430000.00,8,3.25,0,0,4300,10441,2,0,0,4,8,2800,1500,1979,0,98059,47.4786,-122.131,1780,10457
15072,20150430T000000,645000.00,3,1.75,1,1,1840,4255,1,0,0,3,7,940,900,1907,2005,98116,47.58,-122.392,1600,4255
15073,20150508T000000,1580000.00,4,2.75,3,1,3480,19991,2,0,2,4,10,2630,850,1979,0,98004,47.6354,-122.214,3770,20271
15074,20140811T000000,925000.00,5,3,3,1,2710,4200,2,0,0,3,7,1890,820,1919,2014,98115,47.6754,-122.307,2150,4200
15075,20140709T000000,759000.00,4,1.75,0,0,2100,4750,1,0,0,3,7,1340,760,1975,0,98103,47.6695,-122.333,1700,4125
15076,20140805T000000,690000.00,4,2,0,0,1760,7800,1,0,0,3,8,1760,0,1954,0,98117,47.6945,-122.38,1950,7800
15077,20150326T000000,358800.00,4,2.5,0,0,2155,8140,2,0,0,3,8,2155,0,1996,0,98031,47.4204,-122.201,2155,7245
15078,20150413T000000,683000.00,5,1.5,0,0,1720,4000,1.5,0,0,3,7,1520,200,1925,0,98112,47.6197,-122.287,2280,4000
15079,20141208T000000,650000.00,3,1,2,1,1430,4240,1.5,0,0,3,7,1430,0,1924,0,98103,47.6595,-122.337,1660,4240
15080,20141209T000000,288000.00,5,2.75,1,1,2790,4807,1.5,0,0,4,7,2140,650,1949,0,98002,47.3098,-122.223,1056,4807
15081,20140707T000000,209950.00,3,1.5,0,0,1180,7300,1,0,0,4,7,1180,0,1968,0,98002,47.2857,-122.197,2030,8424
15082,20141008T000000,939000.00,3,3.5,0,0,2450,9248,2,0,4,3,8,1960,490,1933,1993,98136,47.5476,-122.397,2620,10207
15083,20140816T000000,320000.00,3,1,0,0,1330,5850,1,0,0,3,7,930,400,1954,0,98108,47.5498,-122.298,1440,5850
15084,20140822T000000,283748.00,3,2.25,3,1,1940,9560,2,0,0,3,7,1940,0,1989,0,98023,47.2998,-122.387,1800,9560
15085,20140731T000000,370000.00,3,2.25,1,1,1600,7620,1,0,0,3,7,1280,320,1987,0,98011,47.774,-122.208,1600,8215
15086,20150327T000000,399950.00,4,2.75,2,1,3210,41689,1,0,0,4,8,1610,1600,1989,0,98042,47.3493,-122.062,2100,41384
15087,20141212T000000,360000.00,5,2.5,0,0,2880,6902,1,0,0,3,8,1680,1200,1976,2007,98058,47.4332,-122.144,2080,5586
15088,20141112T000000,365000.00,2,1.5,0,0,1160,8060,1,0,0,4,7,1160,0,1950,0,98136,47.5146,-122.386,1500,8060
15089,20141219T000000,396900.00,3,2,0,0,1360,3120,2,0,0,3,7,1360,0,1989,0,98115,47.6943,-122.307,1360,3120
15090,20150422T000000,321000.00,3,2.5,0,0,2014,4500,2,0,0,3,7,2014,0,2005,0,98001,47.3371,-122.256,2014,4500
15091,20150106T000000,245000.00,3,2,2,1,1440,7008,1,0,0,3,7,1440,0,1985,0,98030,47.3702,-122.182,1680,7200
15092,20141007T000000,502000.00,2,1,2,1,1570,4704,1.5,0,1,3,8,1570,0,1931,0,98136,47.5256,-122.392,1820,4704
15093,20140605T000000,257000.00,4,2.75,0,0,2330,7642,1,0,0,3,8,1800,530,1990,0,98023,47.2946,-122.37,2320,7933
15094,20140515T000000,423000.00,4,1.75,2,1,1880,7303,1,0,0,3,7,1010,870,1976,0,98034,47.7129,-122.203,1710,7200
15095,20150327T000000,485000.00,4,2.25,0,0,1850,9911,1,0,0,4,7,1850,0,1957,0,98008,47.6019,-122.116,1650,8670
15096,20141217T000000,500000.00,4,2.5,0,0,2230,8560,2,0,0,3,8,2230,0,2002,0,98059,47.4877,-122.143,2400,7756
15097,20141021T000000,442000.00,2,1,3,1,990,4313,1.5,0,2,4,6,990,0,1917,0,98126,47.5677,-122.38,1480,5750
15098,20150512T000000,475000.00,3,1.75,0,0,1720,3825,1.5,0,0,3,7,1720,0,1925,0,98105,47.666,-122.327,2000,3825
15099,20150406T000000,625000.00,4,2.25,3,1,3230,9935,2,0,0,3,8,3230,0,1986,0,98028,47.7685,-122.257,2820,9722
15100,20141015T000000,194000.00,3,1,0,0,1180,6050,1,0,0,3,6,820,360,1944,0,98178,47.4945,-122.249,1070,6050
15101,20140707T000000,410000.00,3,2.25,2,1,1450,19206,2,0,0,3,7,1450,0,1989,0,98074,47.62,-122.052,1710,21485
15102,20140612T000000,1030000.00,4,2.5,0,0,2370,10858,2,0,0,3,9,2370,0,2003,0,98004,47.6336,-122.192,2510,21673
15103,20150324T000000,490000.00,4,2.5,1,1,2570,6157,2,0,0,3,7,2570,0,2006,0,98065,47.5389,-121.89,2060,5292
15104,20141209T000000,348500.00,4,1.75,3,1,1870,7575,1,0,0,3,7,1480,390,1972,0,98034,47.7205,-122.218,1670,7575
15105,20150427T000000,380000.00,3,1,0,0,1220,3000,1.5,0,0,3,6,1220,0,1901,0,98103,47.6506,-122.346,1350,3000
15106,20141211T000000,660000.00,3,2,2,1,1770,2150,3,0,0,3,8,1770,0,1999,0,98122,47.6102,-122.314,2010,3200
15107,20150401T000000,525000.00,3,1,1,1,1500,6800,1,0,0,3,7,1500,0,1943,0,98105,47.6706,-122.268,1500,6800
15108,20140717T000000,235000.00,3,2,0,0,1110,8724,1,0,0,4,7,1110,0,1990,0,98002,47.3056,-122.206,1390,7750
15109,20150422T000000,1210000.00,4,3.75,0,0,4980,18069,2,0,3,3,11,4980,0,2006,0,98065,47.5348,-121.856,4080,14577
15110,20150324T000000,397950.00,4,1.75,0,0,2360,8116,1,0,0,4,7,1180,1180,1916,1970,98133,47.7635,-122.335,1670,8160
15111,20141118T000000,268000.00,3,1.75,0,0,1600,7711,1,0,0,3,7,1600,0,1999,0,98002,47.284,-122.202,2100,7711
15112,20140521T000000,525000.00,3,1,1,1,1450,4000,1,0,1,4,8,950,500,1948,0,98118,47.5554,-122.266,1880,4000
15113,20141006T000000,549950.00,3,2.5,0,0,2680,5860,2,0,0,3,8,2680,0,2001,0,98011,47.7557,-122.223,2680,5860
15114,20140827T000000,370000.00,3,1.75,2,1,1150,6600,1.5,0,0,4,6,1150,0,1970,0,98033,47.6709,-122.185,1530,6600
15115,20140926T000000,299000.00,4,2.25,0,0,1870,6693,2,0,0,3,7,1870,0,1996,0,98003,47.2774,-122.299,1650,6518
15116,20150115T000000,715000.00,6,2.75,3,1,3400,5000,2,0,2,3,8,2860,540,1977,0,98107,47.6728,-122.362,1800,5000
15117,20150424T000000,430000.00,4,1.5,3,1,1810,7200,1,0,0,3,7,1810,0,1966,0,98034,47.7207,-122.186,2060,7200
15118,20150210T000000,345000.00,3,1.75,1,1,1860,7191,1,0,0,4,7,1260,600,1975,0,98058,47.4338,-122.168,1850,7490
15119,20140527T000000,1600000.00,3,3.25,3,1,3790,19000,2,0,4,3,10,3790,0,1985,0,98177,47.724,-122.373,2740,18628
15120,20140518T000000,534640.00,3,2.5,0,0,2130,3500,1,0,0,4,8,1210,920,1994,0,98072,47.736,-122.159,2030,3710
15121,20141007T000000,1230000.00,3,2.5,3,1,2860,4500,2,0,2,3,8,1980,880,1915,0,98119,47.6463,-122.371,2310,4500
15122,20150413T000000,351000.00,4,2.5,3,1,2370,7274,2,0,0,3,7,2370,0,1997,0,98031,47.3982,-122.171,2090,7656
15123,20140715T000000,745000.00,4,2.25,0,0,2290,10409,2,0,0,3,8,2290,0,1972,0,98005,47.6351,-122.168,2040,10409
15124,20141105T000000,320000.00,2,1,0,0,1120,5329,1,0,1,3,6,750,370,1929,0,98126,47.5421,-122.378,1530,5330
15125,20140731T000000,555700.00,3,2,0,0,1810,12420,1,0,0,4,7,1810,0,1957,0,98008,47.5888,-122.127,2230,12330
15126,20140708T000000,690000.00,4,2.5,0,0,3220,35400,2,0,0,3,9,3220,0,1991,0,98072,47.7547,-122.114,3050,35252
15127,20141231T000000,449000.00,3,1.75,0,0,1660,9697,1,0,0,4,7,1660,0,1952,0,98155,47.7564,-122.286,2060,20624
15128,20140502T000000,308500.00,2,1,0,0,850,6174,1,0,0,4,7,850,0,1950,0,98155,47.7352,-122.328,1100,6174
15129,20150305T000000,340000.00,4,2.5,0,0,2665,5868,2,0,0,3,9,2665,0,2006,0,98030,47.3831,-122.185,2665,6092
15130,20150327T000000,937750.00,4,2.75,3,1,2580,3560,1.5,0,0,5,7,1710,870,1917,0,98115,47.6753,-122.304,1980,3800
15131,20140506T000000,725126.00,4,2.5,3,1,3200,12369,2,0,0,3,10,3200,0,1998,0,98059,47.5273,-122.143,3770,12960
15132,20150105T000000,135000.00,3,1,1,1,840,3000,1,0,0,3,5,840,0,1943,0,98178,47.494,-122.275,1010,6000
15133,20150403T000000,635000.00,4,2.5,0,0,2970,7961,1,0,0,3,8,2020,950,1969,0,98125,47.7118,-122.29,1410,7959
15134,20140806T000000,245500.00,2,1,2,1,790,7500,1,0,0,3,6,790,0,1950,0,98011,47.7644,-122.198,1970,8970
15135,20141202T000000,230000.00,6,1.5,0,0,2140,36509,1.5,0,0,4,8,2140,0,1903,1979,98001,47.2668,-122.252,1710,12000
15136,20150304T000000,1770000.00,3,2.5,0,0,2580,14603,1,0,2,4,9,2580,0,1951,0,98004,47.6199,-122.212,2410,14347
15137,20141110T000000,425000.00,5,2.5,0,0,2180,7875,1,0,0,4,7,1200,980,1955,0,98133,47.7543,-122.341,1840,5105
15138,20150420T000000,220000.00,2,1,1,1,1060,10423,1.5,0,0,3,7,1060,0,1965,0,98125,47.705,-122.313,2240,10200
15139,20140829T000000,370000.00,3,2,2,1,1860,9100,1.5,0,0,3,8,1860,0,1939,2006,98155,47.7522,-122.304,1620,9519
15140,20140917T000000,390000.00,3,2,0,0,1840,16815,1,0,0,5,7,960,880,1972,0,98059,47.4837,-122.11,1810,16732
15141,20140603T000000,239000.00,3,1.75,0,0,1340,16480,1,0,0,4,7,1340,0,1968,0,98042,47.364,-122.162,1520,10451
15142,20150102T000000,345000.00,4,2.25,2,1,2320,7350,2,0,0,3,8,2320,0,1973,0,98058,47.4512,-122.131,2170,7350
15143,20140826T000000,289000.00,3,2.5,0,0,2110,8304,1,0,0,4,7,2110,0,1985,0,98030,47.3558,-122.173,1680,7508
15144,20150508T000000,285000.00,5,1.5,0,0,1840,8050,1.5,0,0,4,7,1840,0,1962,0,98198,47.3668,-122.312,1690,8151
15145,20140915T000000,147400.00,3,2,0,0,1080,9225,1,0,0,2,7,1080,0,1955,0,98146,47.4842,-122.346,1410,9840
15146,20150127T000000,600000.00,2,1,3,1,1290,4636,1,0,0,3,7,1290,0,1924,0,98112,47.6393,-122.301,1940,4635
15147,20140806T000000,245000.00,3,2.25,3,1,2210,10794,1,0,0,3,7,1540,670,1967,0,98178,47.4911,-122.224,2230,10753
15148,20150304T000000,520000.00,3,2.25,3,1,2210,10794,1,0,0,3,7,1540,670,1967,0,98178,47.4911,-122.224,2230,10753
15149,20140518T000000,352500.00,3,2.25,0,0,1410,14110,1,0,2,3,7,1170,240,1987,0,98065,47.5336,-121.76,1560,18336
15150,20150505T000000,448000.00,5,3.5,0,0,3740,24684,2,0,0,3,9,2760,980,1998,0,98038,47.3832,-122.057,2880,26023
15151,20140929T000000,270000.00,4,2.75,2,1,2440,7150,1,0,0,3,7,1200,1240,1963,1985,98032,47.3662,-122.282,1790,7150
15152,20140826T000000,872500.00,3,2.5,1,1,2040,6000,1,0,0,3,8,1840,200,1951,0,98109,47.6334,-122.35,1820,4920
15153,20150318T000000,2150000.00,4,3.25,1,1,3840,6214,1.5,0,3,4,10,2590,1250,1939,0,98199,47.6388,-122.406,3280,5915
15154,20140812T000000,225000.00,3,1.5,0,0,1660,7221,1,0,0,3,7,980,680,1962,0,98168,47.4962,-122.32,1770,8083
15155,20141121T000000,735000.00,4,2,0,0,1640,6000,1.5,0,0,4,9,1640,0,1911,0,98119,47.6505,-122.375,1900,6000
15156,20150401T000000,375000.00,3,1,3,1,1310,8400,1,0,0,3,7,1310,0,1972,1989,98034,47.7253,-122.197,1680,8000
15157,20141023T000000,169000.00,3,1.75,2,1,1720,9775,1,0,0,3,8,1720,0,1978,0,98032,47.3731,-122.286,1970,8400
15158,20150304T000000,279950.00,3,1.75,3,1,1720,9775,1,0,0,3,8,1720,0,1978,0,98032,47.3731,-122.286,1970,8400
15159,20150116T000000,1950000.00,4,2.75,0,0,4020,18745,2,0,4,4,10,2830,1190,1989,0,98004,47.6042,-122.21,3150,20897
15160,20140805T000000,310000.00,3,2.25,1,1,1960,2345,2,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.288,1760,1958
15161,20140730T000000,975000.00,4,2.5,3,1,3240,35083,2,0,0,4,9,3240,0,1978,0,98005,47.6337,-122.154,3340,24501
15162,20141029T000000,650000.00,10,2,0,0,3610,11914,2,0,0,4,7,3010,600,1958,0,98006,47.5705,-122.175,2040,11914
15163,20141216T000000,930000.00,2,1.5,1,1,1800,4500,1,0,2,3,7,1000,800,1942,0,98109,47.6305,-122.347,2270,3840
15164,20150402T000000,412000.00,4,1.5,0,0,1960,5000,1,0,0,3,7,980,980,1912,0,98106,47.5688,-122.363,1300,5000
15165,20150417T000000,225000.00,3,1,0,0,1250,10200,1,0,0,3,6,1250,0,1965,0,98178,47.4902,-122.256,1800,8283
15166,20140619T000000,507000.00,3,2.5,2,1,2120,7201,2,0,0,3,8,2120,0,2003,0,98133,47.7174,-122.337,1930,7206
15167,20150128T000000,1760000.00,4,4,1,1,3860,67953,2,0,2,4,12,3860,0,1927,0,98177,47.7469,-122.378,4410,128066
15168,20141117T000000,230000.00,3,2.5,0,0,1340,3011,2,0,0,3,7,1340,0,1995,0,98038,47.3839,-122.038,1060,3232
15169,20150223T000000,316000.00,1,2,0,0,1780,188465,2,0,0,3,10,1780,0,2001,0,98045,47.4506,-121.768,1780,21094
15170,20140910T000000,616200.00,5,3.25,0,0,3920,4832,2,0,0,3,9,3030,890,2014,0,98065,47.5202,-121.885,2660,4832
15171,20140829T000000,509900.00,3,1.75,1,1,1690,53578,1,0,0,3,8,1690,0,1984,0,98053,47.6546,-122.049,2290,52707
15172,20150316T000000,370000.00,4,2.5,3,1,2570,7753,2,0,0,3,8,2570,0,1987,0,98058,47.4237,-122.162,2140,7615
15173,20150306T000000,619100.00,3,1.75,3,1,1870,7030,1,0,0,3,7,1870,0,1977,0,98033,47.6999,-122.17,1820,7500
15174,20140821T000000,805000.00,3,2.25,1,1,2860,11250,1,0,1,5,8,2290,570,1956,0,98166,47.4534,-122.372,2030,11250
15175,20150202T000000,612125.00,2,1.5,0,0,1670,6000,1,0,0,3,7,1090,580,1950,0,98119,47.6517,-122.374,1670,6000
15176,20140912T000000,350000.00,2,1.5,0,0,1070,937,3,0,0,3,8,1070,0,2003,0,98115,47.6761,-122.3,1100,3200
15177,20141104T000000,225000.00,2,1,2,1,940,15000,1,0,0,3,7,940,0,1960,0,98055,47.4312,-122.195,1450,15000
15178,20141022T000000,335000.00,3,2.5,1,1,2588,5701,2,0,0,3,8,2588,0,2008,0,98042,47.3449,-122.151,2389,5702
15179,20150331T000000,972800.00,5,3.25,1,1,3500,10457,2,0,0,3,11,3500,0,2001,0,98059,47.5198,-122.157,3500,11734
15180,20150202T000000,500000.00,3,1.75,3,1,1690,48096,1,0,0,3,7,1690,0,1973,0,98053,47.6745,-122.061,2070,35160
15181,20141223T000000,2200000.00,4,3.75,0,0,3790,7200,2,0,0,3,10,2530,1260,1931,0,98112,47.6264,-122.289,3250,7200
15182,20141119T000000,415000.00,3,1.5,1,1,1090,8400,1,0,0,4,7,1090,0,1966,0,98008,47.6219,-122.115,1320,8400
15183,20140826T000000,399000.00,3,3,0,0,2240,10479,2,0,0,4,7,1710,530,1950,0,98106,47.5529,-122.356,1530,5244
15184,20140520T000000,376000.00,2,1,0,0,1150,4000,1,0,0,3,7,1150,0,1947,0,98199,47.6575,-122.394,1150,4288
15185,20141217T000000,340000.00,3,2,1,1,1870,3378,1,0,0,3,7,1120,750,1913,0,98136,47.5371,-122.393,1870,1872
15186,20141114T000000,490000.00,5,2.75,0,0,2990,7200,2,0,0,3,8,2990,0,1997,0,98059,47.4955,-122.16,2710,7620
15187,20140622T000000,374000.00,4,2.5,3,1,2580,6260,2,0,0,3,7,2580,0,2004,0,98056,47.4858,-122.185,2160,3600
15188,20150326T000000,852000.00,4,1,0,0,2220,3588,1.5,0,0,4,7,1470,750,1927,0,98115,47.6854,-122.308,1740,3588
15189,20141125T000000,473000.00,3,2.25,0,0,1620,12309,2,0,0,3,7,1620,0,1987,0,98074,47.6188,-122.029,2030,13963
15190,20150504T000000,540000.00,3,1.75,0,0,2590,25992,1,0,0,3,8,1970,620,1968,0,98029,47.5521,-122.03,2590,29250
15191,20140826T000000,431000.00,2,2,3,1,1390,12530,1,0,0,3,8,970,420,1959,0,98155,47.7499,-122.29,1940,12530
15192,20150506T000000,435000.00,4,3,0,0,2270,7245,1,0,0,3,7,1410,860,1979,0,98155,47.7722,-122.315,1740,7571
15193,20140508T000000,1050000.00,4,3,1,1,2920,33976,1,0,3,5,8,1460,1460,1964,0,98008,47.6164,-122.104,2970,15210
15194,20140513T000000,450000.00,3,2.75,2,1,1250,892,2,0,0,3,8,1040,210,2010,0,98116,47.5826,-122.387,1250,1296
15195,20150319T000000,157500.00,3,1,0,0,1100,27008,1,0,0,3,6,960,140,1935,0,98178,47.4963,-122.249,1280,8890
15196,20141217T000000,244000.00,3,1.75,2,1,1500,7475,1,0,0,4,8,1500,0,1976,0,98023,47.3155,-122.365,1940,7475
15197,20150211T000000,550000.00,3,2.5,2,1,2800,10603,2,0,0,3,9,2800,0,2001,0,98011,47.7528,-122.195,2580,10603
15198,20140905T000000,975000.00,4,2.5,2,1,3420,183387,2,0,0,3,10,3420,0,2000,0,98053,47.633,-121.972,2260,34613
15199,20150205T000000,426500.00,4,2.75,3,1,2100,88426,1,0,0,3,6,2100,0,1990,0,98038,47.399,-122.011,2150,63162
15200,20140716T000000,350000.00,3,1,0,0,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
15201,20150210T000000,615000.00,3,1,0,0,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
15202,20150223T000000,542000.00,3,2.25,2,1,2220,12056,2,0,0,3,8,2220,0,1985,0,98052,47.7148,-122.101,2320,12025
15203,20141119T000000,710000.00,4,1.75,1,1,2000,6000,1,0,3,5,7,1000,1000,1956,0,98109,47.6428,-122.348,2610,4377
15204,20150501T000000,289950.00,3,2.5,3,1,1770,9450,1,0,0,3,8,1770,0,1988,0,98001,47.3196,-122.272,2200,8582
15205,20141016T000000,1900000.00,4,2.75,1,1,4280,12668,2,0,0,3,9,3900,380,1947,2008,98004,47.6185,-122.219,3590,12670
15206,20141119T000000,528000.00,2,1,2,1,1260,5100,1.5,0,0,4,7,1120,140,1925,0,98117,47.6805,-122.384,1260,5100
15207,20150325T000000,471000.00,2,1,2,1,840,5100,1,0,0,4,7,840,0,1949,0,98117,47.6779,-122.384,1550,5100
15208,20141203T000000,250000.00,4,2.75,2,1,1830,6643,2,0,0,3,8,1830,0,2001,0,98001,47.2601,-122.286,2400,6472
15209,20141027T000000,155000.00,3,1.5,0,0,970,8400,1,0,0,3,7,970,0,1966,0,98003,47.3284,-122.331,1230,8400
15210,20140818T000000,515000.00,4,1.5,3,1,1740,8160,1.5,0,0,4,7,1400,340,1946,0,98177,47.7243,-122.363,1600,8160
15211,20150305T000000,336600.00,3,2.25,0,0,1654,8464,2,0,0,3,7,1654,0,1995,0,98038,47.3618,-122.033,1975,8515
15212,20150310T000000,915000.00,3,2.25,2,1,2390,2750,2,0,0,5,8,1580,810,1925,0,98109,47.6339,-122.354,2200,5160
15213,20140715T000000,350000.00,2,1.75,1,1,1080,7242,2,0,0,4,7,1080,0,1984,0,98034,47.7065,-122.235,1800,7321
15214,20140702T000000,1300000.00,4,1.75,0,0,2610,21600,1,0,0,4,8,2610,0,1966,0,98004,47.6245,-122.227,2920,20330
15215,20150305T000000,175000.00,3,1,0,0,1070,6164,1,0,0,3,7,1070,0,1967,0,98001,47.3377,-122.291,1320,7920
15216,20150330T000000,545000.00,2,2,1,1,1430,3880,1,0,0,4,7,1430,0,1949,0,98117,47.6844,-122.392,1430,3880
15217,20141227T000000,475000.00,4,3,0,0,2400,5400,2,0,2,4,7,1600,800,1965,0,98178,47.5099,-122.26,2400,5400
15218,20150430T000000,390000.00,2,1,1,1,670,11505,1,0,0,3,5,670,0,2003,0,98059,47.499,-122.157,2180,11505
15219,20140717T000000,645000.00,4,2.5,2,1,2860,14000,2,0,0,3,8,2860,0,1995,0,98019,47.7306,-121.973,2650,14564
15220,20141202T000000,410000.00,3,1.5,0,0,2270,8187,1,0,0,4,8,1420,850,1954,0,98155,47.7573,-122.278,2020,14092
15221,20150331T000000,480000.00,4,2.5,0,0,2180,9861,2,0,2,3,8,2180,0,1997,0,98045,47.4817,-121.802,2390,9761
15222,20140701T000000,725000.00,3,1.75,1,1,1860,6000,2,0,2,4,8,1860,0,1959,0,98144,47.5981,-122.288,3030,7119
15223,20140522T000000,1150000.00,6,4.5,0,0,6040,219542,2,0,0,3,11,4100,1940,1996,0,98029,47.5622,-122.003,2010,32362
15224,20140702T000000,300000.00,2,1,0,0,1010,11919,1,0,0,3,6,1010,0,1947,0,98155,47.7461,-122.322,1220,11240
15225,20150309T000000,752000.00,4,2.5,1,1,2570,8178,1,0,2,3,8,1710,860,1961,0,98118,47.5483,-122.261,2050,7500
15226,20140923T000000,585000.00,4,2.5,0,0,1950,3720,2,0,0,3,8,1950,0,2004,0,98029,47.5503,-121.997,1720,3720
15227,20150213T000000,678700.00,3,1.75,3,1,1970,10548,1,0,0,4,8,1300,670,1973,0,98033,47.6669,-122.179,2500,8548
15228,20150417T000000,603000.00,4,2.25,1,1,2110,11155,2,0,0,3,9,2110,0,1975,0,98074,47.6386,-122.058,2660,11900
15229,20150320T000000,715000.00,3,1.75,3,1,1650,7276,1.5,0,4,4,7,1150,500,1928,0,98117,47.6989,-122.399,2300,8088
15230,20141028T000000,1400000.00,4,3,0,0,3520,128502,2,0,2,4,10,3520,0,1981,0,98072,47.7448,-122.117,3260,79714
15231,20150429T000000,1090000.00,3,2.5,0,0,2840,7500,2,0,3,3,11,2840,0,1997,0,98034,47.7049,-122.224,2580,5918
15232,20150222T000000,467500.00,2,1.75,0,0,1490,4800,1,0,0,4,7,750,740,1918,0,98136,47.5496,-122.391,1400,6000
