"Id","YearBuilt","YearRemodelled","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingArea","BasementExisting","FireplaceExisting","PoolExisting","GarageExisting","GarageCarCount","CloseToCommute","SalesCondition","ZipCode","City","StateAbbreviation","State","SalesPrice"
22503,2005,0,4,2.5,2.0,3670,0,0,0,1,2,0,3,98075,"SAMMAMISH","WA","Washington",820000.0
22504,2014,0,2,2.25,2.0,1160,1,1,0,1,2,0,3,98105,"SEATTLE","WA","Washington",555000.0
22505,1999,0,2,1.5,2.0,1070,0,0,0,0,0,0,3,98103,"SEATTLE","WA","Washington",312500.0
22506,1925,0,2,1.0,1.5,950,0,1,1,0,0,1,3,98112,"SEATTLE","WA","Washington",450000.0
22507,2003,0,3,2.75,2.0,2950,0,1,1,1,2,0,3,98029,"ISSAQUAH","WA","Washington",739000.0
22508,2003,0,3,2.0,2.0,1420,1,1,0,0,0,0,3,98155,"SEATTLE","WA","Washington",320000.0
22509,1944,0,3,1.0,1.5,1590,0,1,1,1,1,0,3,98166,"SEATTLE","WA","Washington",235000.0
22510,1957,0,4,1.0,1.5,1290,0,0,0,0,0,0,3,98146,"SEATTLE","WA","Washington",275500.0
22511,2004,0,2,2.0,1.0,1690,0,0,1,1,3,1,3,98053,"REDMOND","WA","Washington",564000.0
22512,1958,0,4,1.75,1.5,1340,0,1,1,0,0,0,3,98188,"SEATTLE","WA","Washington",263000.0
22513,1965,2014,3,1.75,1.0,1397,0,0,0,1,3,1,3,98092,"AUBURN","WA","Washington",257000.0
22514,1991,0,4,2.5,2.0,3750,0,0,1,1,1,0,3,98092,"AUBURN","WA","Washington",725000.0
22515,1979,0,3,2.25,1.0,2000,1,1,1,1,3,0,3,98055,"RENTON","WA","Washington",300000.0
22516,1998,0,3,2.0,1.5,2250,0,0,0,1,1,0,3,98001,"AUBURN","WA","Washington",328000.0
22517,1959,0,3,1.0,1.0,840,0,0,0,1,1,0,3,98023,"FEDERAL WAY","WA","Washington",187500.0
22518,1900,0,3,1.0,2.0,1100,0,0,0,0,0,1,4,98117,"SEATTLE","WA","Washington",400000.0
22519,1954,0,3,1.5,1.0,1660,1,1,0,0,0,0,4,98136,"SEATTLE","WA","Washington",515000.0
22520,1952,0,2,2.0,1.0,2180,1,0,0,0,0,0,5,98146,"SEATTLE","WA","Washington",1410000.0
22521,1958,0,3,1.0,1.0,1460,0,0,1,1,1,0,3,98055,"RENTON","WA","Washington",235000.0
22522,2012,0,4,2.5,2.0,2470,0,1,1,1,2,0,3,98053,"REDMOND","WA","Washington",669000.0
22523,1931,0,3,1.0,1.5,1250,0,1,1,0,0,0,4,98065,"SNOQUALMIE","WA","Washington",282000.0
22524,1928,0,3,2.0,1.0,1480,1,1,0,1,3,0,5,98117,"SEATTLE","WA","Washington",663000.0
22525,1989,0,3,3.25,2.0,2240,1,1,0,0,0,1,3,98198,"SEATTLE","WA","Washington",279900.0
22526,1952,0,3,2.0,1.0,1570,0,0,0,1,1,0,4,98155,"SEATTLE","WA","Washington",335000.0
22527,2014,0,4,2.75,2.0,3250,0,0,0,0,0,0,3,98155,"SEATTLE","WA","Washington",689000.0
22528,1980,0,3,2.25,1.0,1790,1,1,0,0,0,1,3,98077,"WOODINVILLE","WA","Washington",413100.0
22529,2000,0,3,2.5,2.0,2080,0,1,0,1,1,0,3,98065,"SNOQUALMIE","WA","Washington",506950.0
22530,2006,0,3,2.5,3.0,1480,0,1,0,0,0,0,3,98112,"SEATTLE","WA","Washington",500000.0
22531,2003,0,5,3.0,2.0,3610,0,1,0,1,2,1,3,98038,"MAPLE VALLEY","WA","Washington",540000.0
22532,1998,0,3,2.5,2.0,2040,0,1,1,1,3,1,3,98122,"SEATTLE","WA","Washington",812000.0
22533,1989,0,4,3.25,2.0,3850,1,1,1,0,0,0,3,98074,"SAMMAMISH","WA","Washington",1200000.0
22534,1987,0,3,2.25,2.0,3230,0,0,0,1,3,1,3,98092,"AUBURN","WA","Washington",370000.0
22535,1933,0,3,2.0,1.0,2440,1,0,1,1,1,1,3,98148,"SEATTLE","WA","Washington",338000.0
22536,1969,0,4,1.0,1.0,1490,0,0,0,0,0,0,3,98168,"SEATTLE","WA","Washington",185000.0
22537,1950,0,3,1.0,1.0,1150,1,0,0,1,2,1,4,98008,"BELLEVUE","WA","Washington",450000.0
22538,1944,2004,2,1.0,1.0,900,0,0,0,0,0,1,3,98115,"SEATTLE","WA","Washington",451000.0
22539,1984,0,4,2.5,1.5,3210,0,0,1,1,1,1,3,98074,"SAMMAMISH","WA","Washington",785000.0
22540,1931,0,5,3.0,1.5,3900,1,1,0,0,0,1,5,98116,"SEATTLE","WA","Washington",850000.0
22541,1943,0,3,1.0,1.0,1240,0,1,0,1,3,1,2,98198,"SEATTLE","WA","Washington",235000.0
22542,1940,1960,3,1.75,2.0,1760,0,0,1,1,1,1,3,98125,"SEATTLE","WA","Washington",1150000.0
22543,2005,0,3,2.25,2.0,1410,1,1,1,1,3,1,3,98027,"ISSAQUAH","WA","Washington",377500.0
22544,2009,0,3,2.5,2.0,2780,0,1,0,0,0,1,3,98034,"KIRKLAND","WA","Washington",825500.0
22545,2014,0,5,3.25,2.0,3230,1,0,0,0,0,1,3,98117,"SEATTLE","WA","Washington",1060000.0
22546,2007,0,5,3.5,2.0,4600,1,0,0,1,2,1,3,98006,"BELLEVUE","WA","Washington",880000.0
22547,2007,0,3,2.0,1.0,1440,0,1,1,0,0,0,3,98053,"REDMOND","WA","Washington",413800.0
22548,2008,0,2,1.5,3.0,1200,0,0,0,0,0,1,3,98103,"SEATTLE","WA","Washington",504200.0
22549,2009,0,4,3.0,2.0,2793,0,0,0,1,2,1,3,98030,"KENT","WA","Washington",421500.0
22550,2014,0,4,2.5,2.0,2970,0,1,1,1,1,1,3,98052,"REDMOND","WA","Washington",855169.0
22551,2008,0,3,2.0,1.0,1440,1,0,0,0,0,1,3,98106,"SEATTLE","WA","Washington",380000.0
22552,2014,0,3,2.25,3.0,1480,0,0,0,1,2,0,3,98103,"SEATTLE","WA","Washington",580000.0
22553,2012,0,3,2.5,2.0,1870,0,0,1,1,1,1,3,98019,"DUVALL","WA","Washington",377000.0
22554,2014,0,4,2.75,2.0,2475,0,0,0,1,1,1,3,98002,"AUBURN","WA","Washington",329900.0
22555,2012,0,4,2.5,2.0,2950,0,0,1,1,3,1,3,98199,"SEATTLE","WA","Washington",921800.0
22556,2014,0,3,2.25,3.0,1410,0,1,1,0,0,0,3,98116,"SEATTLE","WA","Washington",529500.0
22557,2014,0,4,2.5,2.0,2240,0,0,1,1,2,0,3,98038,"MAPLE VALLEY","WA","Washington",363990.0
22558,2014,0,5,2.75,2.0,3230,0,0,1,1,3,1,3,98074,"SAMMAMISH","WA","Washington",834950.0
22559,2010,0,3,2.0,1.0,2100,0,0,1,1,2,0,3,98014,"CARNATION","WA","Washington",399000.0
22560,2013,0,3,2.25,1.0,1936,0,0,0,1,2,1,3,98030,"KENT","WA","Washington",338900.0
22561,2007,0,3,2.5,2.0,3120,0,0,1,1,3,1,3,98038,"MAPLE VALLEY","WA","Washington",419950.0
22562,2010,0,4,2.5,2.0,2070,0,0,0,1,1,1,3,98028,"KENMORE","WA","Washington",493000.0
22563,2007,0,4,2.5,2.0,3700,0,0,1,0,0,0,3,98028,"KENMORE","WA","Washington",650000.0
22564,2013,0,3,2.5,2.0,2130,0,1,1,1,1,1,3,98045,"NORTH BEND","WA","Washington",456000.0
22565,2010,0,3,2.25,2.5,1620,1,0,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",425000.0
22566,2009,0,3,2.5,3.0,1490,0,1,0,0,0,0,3,98133,"SEATTLE","WA","Washington",348000.0
22567,2014,0,5,4.0,2.0,4180,0,0,1,0,0,1,3,98052,"REDMOND","WA","Washington",1040000.0
22568,2008,0,2,2.5,2.0,1400,1,0,0,1,2,1,3,98106,"SEATTLE","WA","Washington",299000.0
22569,2012,0,4,3.75,2.0,3490,0,0,1,0,0,1,3,98004,"BELLEVUE","WA","Washington",1260000.0
22570,2013,0,3,1.0,1.0,1300,0,1,0,1,2,0,3,98014,"CARNATION","WA","Washington",155000.0
22571,2006,0,4,2.5,2.0,2730,0,1,0,1,1,1,3,98002,"AUBURN","WA","Washington",319500.0
22572,2005,0,3,2.5,2.0,1830,0,1,0,1,3,0,3,98055,"RENTON","WA","Washington",274000.0
22573,2009,0,5,2.5,2.0,2340,0,0,0,1,1,1,3,98059,"RENTON","WA","Washington",429000.0
22574,2014,0,3,1.75,2.0,1410,0,0,1,1,2,1,3,98106,"SEATTLE","WA","Washington",267800.0
22575,2014,0,3,2.5,2.0,1930,0,1,0,1,1,0,3,98146,"SEATTLE","WA","Washington",369950.0
22576,2005,0,6,5.0,2.0,3028,0,1,1,1,3,0,3,98030,"KENT","WA","Washington",480000.0
22577,2007,0,4,3.5,2.0,3180,1,0,1,1,2,0,3,98055,"RENTON","WA","Washington",440000.0
22578,2014,0,4,3.25,2.0,2950,1,1,1,0,0,0,3,98027,"ISSAQUAH","WA","Washington",839704.0
22579,2007,0,3,3.25,3.0,1430,0,0,1,1,1,1,3,98107,"SEATTLE","WA","Washington",535000.0
22580,2008,0,2,1.5,3.0,1020,0,0,0,0,0,0,3,98103,"SEATTLE","WA","Washington",290000.0
22581,2007,0,3,2.5,3.0,1650,0,1,1,1,1,0,3,98133,"SEATTLE","WA","Washington",370000.0
22582,2007,0,3,2.0,3.0,1060,0,1,0,0,0,0,3,98103,"SEATTLE","WA","Washington",405000.0
22583,2013,0,4,2.75,2.0,2620,0,0,0,0,0,1,3,98045,"NORTH BEND","WA","Washington",499431.0
22584,2007,0,4,2.5,2.0,1830,0,1,0,0,0,1,3,98118,"SEATTLE","WA","Washington",275000.0
22585,2007,0,3,2.25,2.0,998,1,1,1,1,3,0,3,98117,"SEATTLE","WA","Washington",320000.0
22586,2007,0,4,2.5,2.0,2070,0,1,1,1,3,1,3,98065,"SNOQUALMIE","WA","Washington",425000.0
22587,2013,0,4,3.5,3.0,2860,0,0,0,1,2,0,3,98102,"SEATTLE","WA","Washington",1450000.0
22588,2007,0,3,2.0,1.0,1920,0,0,1,1,1,0,3,98022,"ENUMCLAW","WA","Washington",340000.0
22589,2008,0,3,2.5,2.0,1210,1,0,1,1,1,1,3,98106,"SEATTLE","WA","Washington",299900.0
22590,2014,0,5,3.5,2.0,4890,1,0,0,1,3,0,3,98011,"BOTHELL","WA","Washington",865950.0
22591,2007,0,4,2.5,2.0,3420,0,0,0,0,0,0,3,98034,"KIRKLAND","WA","Washington",720000.0
22592,2006,0,4,3.5,2.0,2870,1,1,0,1,3,1,3,98178,"SEATTLE","WA","Washington",460000.0
22593,2005,0,3,2.5,2.0,1600,0,0,1,1,1,1,3,98027,"ISSAQUAH","WA","Washington",375000.0
22594,2005,0,2,1.5,2.0,960,0,1,1,1,1,1,3,98122,"SEATTLE","WA","Washington",386180.0
22595,2010,0,3,2.75,1.0,1740,0,1,1,0,0,1,3,98022,"ENUMCLAW","WA","Washington",280000.0
22596,2011,0,4,2.5,2.0,2575,0,0,0,0,0,1,3,98001,"AUBURN","WA","Washington",359000.0
22597,2006,0,5,3.25,2.0,3660,0,1,0,0,0,0,3,98065,"SNOQUALMIE","WA","Washington",785000.0
22598,2009,0,3,2.25,2.0,1420,1,1,1,1,2,0,3,98144,"SEATTLE","WA","Washington",425000.0
22599,2005,0,5,2.5,2.0,3070,0,0,1,1,2,1,3,98059,"RENTON","WA","Washington",575000.0
22600,2014,0,3,2.5,1.0,1920,0,0,1,0,0,0,3,98022,"ENUMCLAW","WA","Washington",465000.0
22601,2014,0,4,3.25,2.0,4160,0,1,0,0,0,1,3,98004,"BELLEVUE","WA","Washington",1850000.0
22602,2008,0,4,3.25,2.0,3276,0,1,1,1,1,1,3,98166,"SEATTLE","WA","Washington",720000.0
22603,2006,0,5,3.75,1.0,2890,1,1,0,1,2,1,3,98108,"SEATTLE","WA","Washington",390000.0
22604,2014,0,3,2.5,2.0,3430,0,0,1,1,2,1,3,98034,"KIRKLAND","WA","Washington",2210000.0
22605,2014,0,4,3.5,2.0,3390,1,1,0,1,1,1,3,98199,"SEATTLE","WA","Washington",1050000.0
22606,2013,0,6,3.75,2.0,2930,0,1,1,0,0,1,3,98006,"BELLEVUE","WA","Washington",915000.0
22607,2008,0,2,2.25,3.0,1300,0,0,0,1,2,1,3,98103,"SEATTLE","WA","Washington",562000.0
22608,2007,0,2,1.75,2.0,1250,1,0,1,0,0,1,3,98144,"SEATTLE","WA","Washington",349000.0
22609,2011,0,4,2.5,2.0,2310,0,0,0,1,3,1,3,98042,"KENT","WA","Washington",375000.0
22610,2008,0,2,2.25,3.0,1360,0,0,0,1,1,0,3,98107,"SEATTLE","WA","Washington",479950.0
22611,2010,0,4,2.5,2.0,2020,0,1,1,1,3,1,3,98023,"FEDERAL WAY","WA","Washington",319000.0
22612,2009,0,3,1.5,3.0,1270,0,0,0,1,1,0,3,98133,"SEATTLE","WA","Washington",325000.0
22613,2013,0,4,2.75,2.0,2790,0,0,1,1,1,0,3,98045,"NORTH BEND","WA","Washington",505657.0
22614,2010,0,4,2.5,2.0,2320,0,1,0,1,2,1,3,98038,"MAPLE VALLEY","WA","Washington",340000.0
22615,2012,0,3,2.5,2.0,1750,0,0,1,1,1,1,3,98001,"AUBURN","WA","Washington",250000.0
22616,2014,0,4,2.5,2.0,2030,0,1,0,0,0,1,3,98001,"AUBURN","WA","Washington",349500.0
22617,2008,0,3,2.5,2.0,1270,1,1,0,0,0,1,3,98118,"SEATTLE","WA","Washington",290750.0
22618,2013,0,5,3.25,2.0,2710,1,0,0,0,0,0,3,98027,"ISSAQUAH","WA","Washington",715000.0
22619,2014,0,4,2.75,2.0,2520,0,1,0,0,0,0,3,98125,"SEATTLE","WA","Washington",689950.0
22620,2008,0,2,2.5,3.0,1340,0,0,0,0,0,0,3,98117,"SEATTLE","WA","Washington",425000.0
22621,2014,0,2,3.0,3.0,1570,0,0,0,0,0,1,3,98107,"SEATTLE","WA","Washington",657000.0
22622,2007,0,4,3.5,2.0,2690,0,0,0,1,3,0,3,98038,"MAPLE VALLEY","WA","Washington",359950.0
22623,2014,0,4,2.75,2.0,2475,0,0,0,0,0,1,3,98002,"AUBURN","WA","Washington",319900.0
22624,2010,0,3,3.75,2.0,2260,1,0,0,0,0,0,3,98118,"SEATTLE","WA","Washington",532000.0
22625,2008,0,2,1.0,3.0,840,0,0,1,1,1,1,3,98103,"SEATTLE","WA","Washington",291000.0
22626,2004,0,3,3.25,2.0,1720,1,0,1,0,0,0,3,98112,"SEATTLE","WA","Washington",675000.0
22627,2014,0,3,2.25,3.0,2940,0,1,0,0,0,1,3,98136,"SEATTLE","WA","Washington",885000.0
22628,2008,0,5,3.5,2.0,4170,0,1,0,0,0,0,3,98004,"BELLEVUE","WA","Washington",1450000.0
22629,2008,0,6,4.25,2.0,4310,1,0,1,1,1,1,3,98074,"SAMMAMISH","WA","Washington",780000.0
22630,2014,0,4,2.75,2.0,3010,0,1,0,1,3,0,3,98033,"KIRKLAND","WA","Washington",839950.0
22631,2008,0,3,2.5,2.5,2170,0,1,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",645000.0
22632,2011,0,3,2.5,2.0,1584,0,1,0,0,0,1,3,98002,"AUBURN","WA","Washington",263000.0
22633,2006,0,2,2.25,3.0,1110,0,1,0,1,3,0,3,98103,"SEATTLE","WA","Washington",345000.0
22634,2013,0,4,2.5,2.0,2420,0,1,1,1,1,1,3,98059,"RENTON","WA","Washington",505000.0
22635,2005,0,2,2.25,2.0,1430,1,0,0,0,0,1,3,98115,"SEATTLE","WA","Washington",522500.0
22636,2012,0,3,2.5,2.0,2393,0,0,0,1,1,1,3,98055,"RENTON","WA","Washington",400000.0
22637,2008,0,3,2.25,3.0,1240,0,0,0,0,0,1,3,98103,"SEATTLE","WA","Washington",543000.0
22638,2007,0,4,2.5,1.0,2980,1,1,1,1,3,1,3,98056,"RENTON","WA","Washington",495000.0
22639,2014,0,4,3.5,2.0,2970,1,0,0,0,0,1,3,98059,"RENTON","WA","Washington",549995.0
22640,2010,0,3,2.5,2.0,2329,0,0,0,0,0,1,3,98030,"KENT","WA","Washington",327555.0
22641,2005,0,5,3.25,2.0,3340,1,1,1,1,1,1,3,98065,"SNOQUALMIE","WA","Washington",690000.0
22642,2015,0,4,2.25,2.0,2580,0,1,1,0,0,0,3,98116,"SEATTLE","WA","Washington",673000.0
22643,2014,0,3,2.5,2.0,2029,0,1,1,0,0,1,3,98003,"FEDERAL WAY","WA","Washington",384435.0
22644,2006,0,4,2.75,2.0,3430,1,0,0,1,2,0,3,98052,"REDMOND","WA","Washington",780000.0
22645,2014,0,5,3.75,2.0,3330,1,1,0,0,0,1,3,98103,"SEATTLE","WA","Washington",1380000.0
22646,2013,0,5,3.5,2.0,3220,0,1,0,1,3,0,3,98052,"REDMOND","WA","Washington",950968.0
22647,2008,0,2,2.25,2.0,1240,1,1,1,0,0,0,3,98027,"ISSAQUAH","WA","Washington",334950.0
22648,2004,0,3,3.5,2.0,1500,1,0,1,0,0,0,3,98107,"SEATTLE","WA","Washington",489000.0
22649,2006,0,3,3.0,2.0,3530,0,1,1,1,2,0,3,98028,"KENMORE","WA","Washington",600000.0
22650,2007,0,3,2.25,2.0,1260,1,0,0,0,0,1,3,98106,"SEATTLE","WA","Washington",282000.0
22651,2007,0,4,4.0,2.0,4168,1,1,0,0,0,1,3,98023,"FEDERAL WAY","WA","Washington",442000.0
22652,1995,0,2,1.5,2.0,1030,0,1,1,0,0,1,3,98038,"MAPLE VALLEY","WA","Washington",220000.0
22653,2006,0,3,2.5,2.0,3080,0,0,1,1,3,1,3,98055,"RENTON","WA","Washington",489000.0
22654,2009,0,3,1.5,2.0,1072,0,1,0,1,2,1,3,98042,"KENT","WA","Washington",250000.0
22655,2014,0,4,2.75,2.0,2790,0,1,0,0,0,1,3,98045,"NORTH BEND","WA","Washington",484259.0
22656,2007,0,3,2.5,2.0,4090,1,0,0,0,0,0,3,98177,"SEATTLE","WA","Washington",1680000.0
22657,2013,0,3,2.5,2.0,1800,0,0,1,1,2,0,3,98065,"SNOQUALMIE","WA","Washington",450000.0
22658,2005,0,2,1.5,2.0,830,0,0,1,1,3,1,3,98122,"SEATTLE","WA","Washington",299000.0
22659,2010,0,3,2.5,2.0,2280,0,0,0,0,0,1,3,98028,"KENMORE","WA","Washington",450000.0
22660,2007,0,4,3.0,2.0,2110,1,0,1,0,0,1,3,98029,"ISSAQUAH","WA","Washington",585000.0
22661,2014,0,3,2.25,3.0,1570,0,0,0,0,0,1,3,98103,"SEATTLE","WA","Washington",660000.0
22662,2005,0,2,1.5,2.0,830,0,0,1,1,1,1,3,98136,"SEATTLE","WA","Washington",301500.0
22663,2012,0,4,3.75,2.0,4120,0,0,0,1,3,1,3,98075,"SAMMAMISH","WA","Washington",949950.0
22664,2009,0,4,2.5,2.0,2540,0,0,1,1,1,0,3,98029,"ISSAQUAH","WA","Washington",759990.0
22665,2014,0,4,2.75,2.0,2050,0,0,0,1,1,1,3,98001,"AUBURN","WA","Washington",355000.0
22666,2014,0,4,2.75,2.0,3080,0,1,0,1,1,1,3,98033,"KIRKLAND","WA","Washington",889950.0
22667,2008,0,3,2.5,2.0,2390,1,1,0,1,3,0,3,98027,"ISSAQUAH","WA","Washington",629800.0
22668,2012,0,4,2.5,2.0,3170,0,1,0,1,3,0,3,98056,"RENTON","WA","Washington",745000.0
22669,2007,0,2,1.5,2.0,1240,1,1,0,1,3,1,3,98144,"SEATTLE","WA","Washington",379900.0
22670,2009,0,3,2.5,2.0,1090,1,0,0,0,0,1,3,98126,"SEATTLE","WA","Washington",335000.0
22671,2006,0,5,4.5,2.0,4630,1,1,1,0,0,1,3,98065,"SNOQUALMIE","WA","Washington",809000.0
22672,2012,0,4,2.5,2.0,3230,0,0,1,0,0,1,3,98065,"SNOQUALMIE","WA","Washington",569950.0
22673,2001,0,4,3.5,2.0,3510,0,0,1,1,2,1,3,98065,"SNOQUALMIE","WA","Washington",723000.0
22674,2009,0,4,2.5,2.0,1785,0,0,1,0,0,0,3,98030,"KENT","WA","Washington",282000.0
22675,2006,0,5,3.25,2.0,2360,1,1,0,1,2,1,3,98108,"SEATTLE","WA","Washington",569900.0
22676,2009,0,4,2.0,1.0,2340,0,0,1,1,2,1,3,98146,"SEATTLE","WA","Washington",385000.0
22677,2009,0,3,2.25,3.0,1620,1,0,1,0,0,1,3,98027,"ISSAQUAH","WA","Washington",420000.0
22678,2006,0,3,3.25,2.0,3890,1,0,0,0,0,1,3,98102,"SEATTLE","WA","Washington",2250000.0
22679,2006,0,4,3.5,2.0,3590,1,0,0,1,2,0,3,98115,"SEATTLE","WA","Washington",1210000.0
22680,2012,0,4,3.0,2.0,1984,0,1,1,0,0,1,3,98002,"AUBURN","WA","Washington",292000.0
22681,2014,0,3,2.25,3.0,1640,0,0,0,0,0,1,3,98105,"SEATTLE","WA","Washington",645000.0
22682,2008,0,4,2.0,3.0,1350,0,1,0,1,1,1,3,98027,"ISSAQUAH","WA","Washington",304500.0
22683,2011,0,4,3.5,2.0,2730,1,0,0,0,0,0,3,98019,"DUVALL","WA","Washington",489500.0
22684,2006,0,4,4.0,3.0,5610,1,1,1,0,0,1,3,98074,"SAMMAMISH","WA","Washington",1580000.0
22685,2012,0,2,1.0,2.0,962,0,0,1,1,3,1,3,98115,"SEATTLE","WA","Washington",390000.0
22686,2013,0,4,3.5,2.0,3040,1,1,0,1,2,0,3,98029,"ISSAQUAH","WA","Washington",815000.0
22687,2014,0,3,3.5,2.0,2540,1,0,1,0,0,0,3,98006,"BELLEVUE","WA","Washington",719000.0
22688,2014,0,4,2.5,2.0,2240,0,0,0,0,0,0,3,98001,"AUBURN","WA","Washington",331210.0
22689,2005,0,3,1.5,2.0,1260,1,1,0,1,2,0,3,98133,"SEATTLE","WA","Washington",245000.0
22690,2011,0,5,4.0,2.0,3210,1,1,1,0,0,0,3,98019,"DUVALL","WA","Washington",465000.0
22691,2008,0,3,2.5,3.0,1620,1,1,1,0,0,1,3,98103,"SEATTLE","WA","Washington",580000.0
22692,2007,0,3,2.0,2.5,1580,1,1,0,0,0,1,3,98116,"SEATTLE","WA","Washington",540000.0
22693,2007,0,3,2.5,3.0,1430,0,0,1,0,0,0,3,98103,"SEATTLE","WA","Washington",399000.0
22694,2009,0,4,2.5,2.0,1850,0,0,1,0,0,0,3,98038,"MAPLE VALLEY","WA","Washington",328000.0
22695,2010,0,4,2.5,2.0,3340,0,1,1,1,2,1,3,98065,"SNOQUALMIE","WA","Washington",701000.0
22696,2014,0,3,2.75,2.0,2670,0,0,1,0,0,1,3,98038,"MAPLE VALLEY","WA","Washington",408000.0
22697,2005,0,5,4.25,2.0,4660,0,1,0,0,0,0,3,98004,"BELLEVUE","WA","Washington",2640000.0
22698,2006,0,3,2.5,2.0,1550,1,1,0,0,0,1,3,98144,"SEATTLE","WA","Washington",445000.0
22699,2005,0,4,2.5,2.0,3470,0,1,1,1,3,1,3,98065,"SNOQUALMIE","WA","Washington",672500.0
22700,2009,0,3,2.5,2.0,3010,0,0,0,0,0,0,3,98059,"RENTON","WA","Washington",538000.0
22701,2014,0,5,3.5,2.0,3931,1,1,1,1,2,0,3,98023,"FEDERAL WAY","WA","Washington",450000.0
22702,2011,0,3,2.5,2.0,1800,0,1,0,0,0,0,3,98126,"SEATTLE","WA","Washington",362500.0
22703,2008,0,3,2.5,3.0,1570,0,1,0,1,2,1,3,98103,"SEATTLE","WA","Washington",414950.0
22704,2014,0,3,2.5,2.0,2230,0,1,1,1,3,1,3,98133,"SEATTLE","WA","Washington",679950.0
22705,2005,0,4,2.5,2.0,2423,0,0,1,0,0,0,3,98023,"FEDERAL WAY","WA","Washington",290000.0
22706,2007,0,3,2.0,2.0,1160,1,1,1,1,3,1,3,98106,"SEATTLE","WA","Washington",230000.0
22707,2010,0,2,2.0,1.0,1440,0,1,0,0,0,0,3,98053,"REDMOND","WA","Washington",439950.0
22708,2014,0,4,2.5,2.0,2052,0,1,1,0,0,0,3,98003,"FEDERAL WAY","WA","Washington",349900.0
22709,2014,0,5,2.5,2.0,2780,0,0,1,1,3,1,3,98126,"SEATTLE","WA","Washington",550000.0
22710,2006,0,4,4.25,2.0,3720,1,0,0,1,2,1,3,98116,"SEATTLE","WA","Washington",1050000.0
22711,2014,0,2,2.25,2.0,1460,1,1,1,0,0,0,3,98119,"SEATTLE","WA","Washington",655000.0
22712,2006,0,3,3.5,2.0,1370,1,0,1,1,1,1,3,98116,"SEATTLE","WA","Washington",385000.0
22713,2012,0,6,4.5,2.0,3600,1,0,0,1,3,1,3,98118,"SEATTLE","WA","Washington",729999.0
22714,2006,0,3,2.25,3.0,1420,0,0,1,0,0,0,3,98103,"SEATTLE","WA","Washington",523950.0
22715,2009,0,2,2.5,2.0,980,1,1,0,1,3,0,3,98116,"SEATTLE","WA","Washington",369000.0
22716,2010,0,3,2.5,2.0,1790,0,0,1,0,0,0,3,98027,"ISSAQUAH","WA","Washington",509900.0
22717,2006,0,3,2.5,2.0,2010,0,1,1,0,0,1,3,98042,"KENT","WA","Washington",282000.0
22718,2014,0,3,2.5,2.0,2370,0,1,0,1,1,0,3,98038,"MAPLE VALLEY","WA","Washington",387865.0
22719,2007,0,4,2.5,2.0,2560,0,1,1,0,0,0,3,98178,"SEATTLE","WA","Washington",385000.0
22720,2005,0,3,2.5,2.0,1900,0,1,0,0,0,1,3,98075,"SAMMAMISH","WA","Washington",536000.0
22721,2007,0,2,2.25,2.0,1350,1,1,0,1,2,1,3,98136,"SEATTLE","WA","Washington",395000.0
22722,2014,0,4,2.75,2.0,2650,0,0,1,0,0,0,3,98056,"RENTON","WA","Washington",545000.0
22723,2001,0,4,2.5,2.0,3020,0,1,1,0,0,1,3,98065,"SNOQUALMIE","WA","Washington",715000.0
22724,2005,0,3,2.5,2.0,1500,0,0,1,0,0,0,3,98029,"ISSAQUAH","WA","Washington",348000.0
22725,2015,0,3,1.75,3.0,1320,0,0,0,1,3,1,3,98122,"SEATTLE","WA","Washington",455000.0
22726,2010,0,4,2.75,2.0,3120,0,0,0,0,0,0,3,98065,"SNOQUALMIE","WA","Washington",575000.0
22727,2014,0,3,2.25,3.0,1540,0,1,0,1,1,1,3,98103,"SEATTLE","WA","Washington",449950.0
22728,2011,0,3,2.5,2.0,1800,0,1,0,0,0,0,3,98126,"SEATTLE","WA","Washington",364000.0
22729,2014,0,4,2.5,2.0,3640,0,0,1,0,0,1,3,98052,"REDMOND","WA","Washington",932990.0
22730,2003,0,3,2.5,2.0,2440,0,0,0,1,2,1,3,98052,"REDMOND","WA","Washington",710000.0
22731,2014,0,4,4.0,2.0,3970,0,0,1,0,0,0,3,98074,"SAMMAMISH","WA","Washington",949990.0
22732,2014,0,3,2.5,2.0,2060,0,0,0,0,0,1,3,98038,"MAPLE VALLEY","WA","Washington",326989.0
22733,2013,0,3,2.5,2.0,2538,0,0,1,1,2,1,3,98092,"AUBURN","WA","Washington",335606.0
22734,2007,0,5,4.5,2.0,4270,1,1,1,1,3,1,3,98033,"KIRKLAND","WA","Washington",1530000.0
22735,2005,0,3,2.5,2.0,1320,0,1,1,0,0,1,3,98118,"SEATTLE","WA","Washington",299950.0
22736,2013,0,4,2.75,2.0,3340,0,0,0,1,3,1,3,98059,"RENTON","WA","Washington",962000.0
22737,2012,0,2,2.5,2.0,1590,0,1,1,1,1,1,3,98029,"ISSAQUAH","WA","Washington",395825.0
22738,2014,0,5,2.75,2.0,2710,0,0,1,1,2,1,3,98038,"MAPLE VALLEY","WA","Washington",419354.0
22739,2006,0,4,2.75,2.0,3140,0,0,1,0,0,1,3,98034,"KIRKLAND","WA","Washington",920000.0
